,paths,bbox,texts
311,1278,"[273, 189, 141, 45]","[11, 18, 35, 0, 10, 8, 8, 8]"
312,1279,"[181, 179, 141, 45]","[11, 18, 35, 0, 10, 8, 8, 8]"
313,128,"[138, 389, 55, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
314,1280,"[218, 136, 143, 46]","[11, 18, 35, 0, 10, 8, 8, 8]"
315,1281,"[205, 89, 144, 47]","[11, 18, 35, 0, 10, 8, 8, 8]"
316,1282,"[216, 39, 145, 47]","[11, 18, 35, 0, 10, 8, 8, 8]"
317,1283,"[98, 145, 145, 47]","[11, 18, 35, 0, 10, 8, 8, 8]"
318,1284,"[45, 348, 147, 46]","[11, 18, 35, 0, 10, 8, 8, 8]"
319,1285,"[121, 342, 147, 47]","[11, 18, 35, 0, 10, 8, 8, 8]"
320,1286,"[38, 95, 149, 48]","[11, 18, 35, 0, 10, 8, 8, 8]"
321,1287,"[133, 213, 149, 48]","[11, 18, 35, 0, 10, 8, 8, 8]"
322,1288,"[85, 43, 151, 49]","[11, 18, 35, 0, 10, 8, 8, 8]"
323,1289,"[157, 237, 151, 50]","[11, 18, 35, 0, 10, 8, 8, 8]"
324,129,"[99, 344, 55, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
325,1290,"[247, 181, 124, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
326,1291,"[40, 296, 124, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
327,1292,"[174, 140, 126, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
328,1293,"[53, 265, 123, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
329,1294,"[165, 260, 126, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
330,1295,"[83, 332, 123, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
331,1296,"[249, 114, 122, 38]","[11, 28, 17, 0, 5, 10, 4, 9]"
332,1297,"[210, 118, 121, 38]","[11, 28, 17, 0, 5, 10, 4, 9]"
333,1298,"[50, 92, 123, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
334,1299,"[131, 146, 123, 38]","[11, 28, 17, 0, 5, 10, 4, 9]"
335,13,"[311, 305, 61, 22]","[23, 22, 29, 0, 6, 6, 2, 2]"
336,130,"[44, 287, 55, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
337,1300,"[123, 100, 123, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
338,1301,"[186, 107, 123, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
339,1302,"[264, 290, 123, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
340,1303,"[97, 162, 122, 41]","[11, 28, 17, 0, 5, 10, 4, 9]"
341,1304,"[262, 198, 121, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
342,1305,"[92, 227, 122, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
343,1306,"[101, 48, 122, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
344,1307,"[169, 85, 121, 41]","[11, 28, 17, 0, 5, 10, 4, 9]"
345,1308,"[56, 24, 123, 41]","[11, 28, 17, 0, 5, 10, 4, 9]"
346,1309,"[99, 357, 121, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
347,131,"[296, 278, 56, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
348,1310,"[100, 22, 122, 41]","[11, 28, 17, 0, 5, 10, 4, 9]"
349,1311,"[24, 284, 121, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
350,1312,"[228, 366, 122, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
351,1313,"[160, 370, 122, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
352,1314,"[145, 79, 121, 41]","[11, 28, 17, 0, 5, 10, 4, 9]"
353,1315,"[101, 248, 121, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
354,1316,"[203, 48, 120, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
355,1317,"[118, 325, 123, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
356,1318,"[252, 32, 122, 40]","[11, 28, 17, 0, 5, 10, 4, 9]"
357,1319,"[242, 202, 120, 39]","[11, 28, 17, 0, 5, 10, 4, 9]"
358,132,"[38, 275, 56, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
359,1320,"[137, 228, 55, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
360,1321,"[194, 141, 54, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
361,1322,"[35, 73, 54, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
362,1323,"[314, 294, 53, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
363,1324,"[131, 343, 53, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
364,1325,"[131, 138, 53, 43]","[12, 11, 29, 0, 9, 3, 2, 7]"
365,1326,"[101, 93, 53, 42]","[12, 11, 29, 0, 9, 3, 2, 7]"
366,1327,"[65, 123, 52, 42]","[12, 11, 29, 0, 9, 3, 2, 7]"
367,1328,"[260, 188, 52, 42]","[12, 11, 29, 0, 9, 3, 2, 7]"
368,1329,"[295, 359, 52, 42]","[12, 11, 29, 0, 9, 3, 2, 7]"
369,133,"[232, 272, 58, 18]","[11, 32, 19, 0, 3, 3, 2, 5]"
370,1330,"[240, 239, 50, 40]","[12, 11, 29, 0, 9, 3, 2, 7]"
371,1331,"[271, 304, 51, 41]","[12, 11, 29, 0, 9, 3, 2, 7]"
372,1332,"[264, 270, 51, 40]","[12, 11, 29, 0, 9, 3, 2, 7]"
373,1333,"[29, 360, 51, 41]","[12, 11, 29, 0, 9, 3, 2, 7]"
374,1334,"[107, 255, 51, 40]","[12, 11, 29, 0, 9, 3, 2, 7]"
375,1335,"[242, 355, 50, 39]","[12, 11, 29, 0, 9, 3, 2, 7]"
376,1336,"[157, 226, 50, 39]","[12, 11, 29, 0, 9, 3, 2, 7]"
377,1337,"[133, 59, 50, 40]","[12, 11, 29, 0, 9, 3, 2, 7]"
378,1338,"[335, 173, 50, 40]","[12, 11, 29, 0, 9, 3, 2, 7]"
379,1339,"[356, 228, 50, 39]","[12, 11, 29, 0, 9, 3, 2, 7]"
380,134,"[61, 137, 58, 19]","[11, 32, 19, 0, 3, 3, 2, 5]"
381,1340,"[219, 55, 48, 39]","[12, 11, 29, 0, 9, 3, 2, 7]"
382,1341,"[223, 301, 48, 38]","[12, 11, 29, 0, 9, 3, 2, 7]"
383,1342,"[136, 335, 48, 38]","[12, 11, 29, 0, 9, 3, 2, 7]"
384,1343,"[121, 116, 48, 38]","[12, 11, 29, 0, 9, 3, 2, 7]"
385,1344,"[99, 320, 48, 38]","[12, 11, 29, 0, 9, 3, 2, 7]"
386,1345,"[248, 293, 47, 37]","[12, 11, 29, 0, 9, 3, 2, 7]"
387,1346,"[188, 66, 47, 37]","[12, 11, 29, 0, 9, 3, 2, 7]"
388,1347,"[332, 252, 47, 37]","[12, 11, 29, 0, 9, 3, 2, 7]"
389,1348,"[121, 68, 45, 36]","[12, 11, 29, 0, 9, 3, 2, 7]"
390,1349,"[20, 163, 45, 35]","[12, 11, 29, 0, 9, 3, 2, 7]"
391,135,"[263, 308, 58, 19]","[11, 32, 19, 0, 3, 3, 2, 5]"
392,1350,"[286, 222, 125, 32]","[11, 23, 25, 0, 1, 7, 7, 4]"
393,1351,"[298, 167, 125, 35]","[11, 23, 25, 0, 1, 7, 7, 4]"
394,1352,"[164, 383, 122, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
395,1353,"[197, 43, 123, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
396,1354,"[96, 294, 123, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
397,1355,"[127, 218, 122, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
398,1356,"[26, 227, 122, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
399,1357,"[284, 265, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
400,1358,"[108, 229, 122, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
401,1359,"[219, 99, 121, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
402,136,"[24, 168, 60, 19]","[11, 32, 19, 0, 3, 3, 2, 5]"
403,1360,"[226, 100, 121, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
404,1361,"[46, 324, 121, 32]","[11, 23, 25, 0, 1, 7, 7, 4]"
405,1362,"[49, 158, 121, 31]","[11, 23, 25, 0, 1, 7, 7, 4]"
406,1363,"[135, 228, 121, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
407,1364,"[107, 160, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
408,1365,"[150, 120, 120, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
409,1366,"[59, 222, 119, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
410,1367,"[144, 373, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
411,1368,"[92, 141, 119, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
412,1369,"[255, 179, 120, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
413,137,"[76, 104, 60, 19]","[11, 32, 19, 0, 3, 3, 2, 5]"
414,1370,"[177, 281, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
415,1371,"[185, 320, 120, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
416,1372,"[110, 169, 119, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
417,1373,"[132, 159, 121, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
418,1374,"[292, 164, 120, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
419,1375,"[185, 214, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
420,1376,"[89, 320, 122, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
421,1377,"[89, 169, 121, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
422,1378,"[240, 149, 122, 34]","[11, 23, 25, 0, 1, 7, 7, 4]"
423,1379,"[20, 185, 121, 33]","[11, 23, 25, 0, 1, 7, 7, 4]"
424,138,"[273, 94, 61, 20]","[11, 32, 19, 0, 3, 3, 2, 5]"
425,1380,"[272, 323, 138, 49]","[11, 29, 31, 0, 2, 1, 10, 10]"
426,1381,"[119, 85, 139, 50]","[11, 29, 31, 0, 2, 1, 10, 10]"
427,1382,"[189, 336, 140, 48]","[11, 29, 31, 0, 2, 1, 10, 10]"
428,1383,"[185, 368, 140, 50]","[11, 29, 31, 0, 2, 1, 10, 10]"
429,1384,"[39, 294, 141, 51]","[11, 29, 31, 0, 2, 1, 10, 10]"
430,1385,"[47, 287, 143, 51]","[11, 29, 31, 0, 2, 1, 10, 10]"
431,1386,"[66, 140, 144, 51]","[11, 29, 31, 0, 2, 1, 10, 10]"
432,1387,"[247, 165, 145, 51]","[11, 29, 31, 0, 2, 1, 10, 10]"
433,1388,"[29, 180, 146, 52]","[11, 29, 31, 0, 2, 1, 10, 10]"
434,1389,"[190, 260, 148, 51]","[11, 29, 31, 0, 2, 1, 10, 10]"
435,139,"[74, 90, 60, 20]","[11, 32, 19, 0, 3, 3, 2, 5]"
436,1390,"[216, 364, 151, 52]","[11, 29, 31, 0, 2, 1, 10, 10]"
437,1391,"[177, 283, 154, 53]","[11, 29, 31, 0, 2, 1, 10, 10]"
438,1392,"[267, 361, 155, 53]","[11, 29, 31, 0, 2, 1, 10, 10]"
439,1393,"[193, 230, 155, 53]","[11, 29, 31, 0, 2, 1, 10, 10]"
440,1394,"[150, 34, 156, 54]","[11, 29, 31, 0, 2, 1, 10, 10]"
441,1395,"[266, 265, 157, 53]","[11, 29, 31, 0, 2, 1, 10, 10]"
442,1396,"[191, 373, 160, 55]","[11, 29, 31, 0, 2, 1, 10, 10]"
443,1397,"[100, 159, 161, 55]","[11, 29, 31, 0, 2, 1, 10, 10]"
444,1398,"[187, 295, 164, 56]","[11, 29, 31, 0, 2, 1, 10, 10]"
445,1399,"[34, 37, 166, 57]","[11, 29, 31, 0, 2, 1, 10, 10]"
446,14,"[20, 388, 61, 22]","[23, 22, 29, 0, 6, 6, 2, 2]"
447,140,"[248, 69, 61, 20]","[11, 32, 19, 0, 3, 3, 2, 5]"
448,1400,"[228, 266, 168, 57]","[11, 29, 31, 0, 2, 1, 10, 10]"
449,1401,"[143, 82, 171, 57]","[11, 29, 31, 0, 2, 1, 10, 10]"
450,1402,"[55, 52, 170, 57]","[11, 29, 31, 0, 2, 1, 10, 10]"
451,1403,"[46, 255, 172, 57]","[11, 29, 31, 0, 2, 1, 10, 10]"
452,1404,"[64, 120, 176, 59]","[11, 29, 31, 0, 2, 1, 10, 10]"
453,1405,"[123, 61, 176, 58]","[11, 29, 31, 0, 2, 1, 10, 10]"
454,1406,"[29, 53, 178, 58]","[11, 29, 31, 0, 2, 1, 10, 10]"
455,1407,"[84, 236, 181, 59]","[11, 29, 31, 0, 2, 1, 10, 10]"
456,1408,"[65, 49, 184, 60]","[11, 29, 31, 0, 2, 1, 10, 10]"
457,1409,"[140, 274, 184, 60]","[11, 29, 31, 0, 2, 1, 10, 10]"
458,141,"[130, 207, 63, 20]","[11, 32, 19, 0, 3, 3, 2, 5]"
459,1410,"[37, 230, 83, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
460,1411,"[174, 360, 83, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
461,1412,"[303, 205, 82, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
462,1413,"[28, 219, 82, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
463,1414,"[193, 198, 82, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
464,1415,"[163, 74, 83, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
465,1416,"[96, 128, 83, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
466,1417,"[345, 37, 83, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
467,1418,"[286, 116, 84, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
468,1419,"[164, 84, 84, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
469,142,"[128, 74, 63, 20]","[11, 32, 19, 0, 3, 3, 2, 5]"
470,1420,"[317, 356, 84, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
471,1421,"[323, 23, 83, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
472,1422,"[123, 121, 83, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
473,1423,"[95, 368, 83, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
474,1424,"[201, 270, 85, 52]","[11, 31, 17, 0, 1, 10, 4, 7]"
475,1425,"[161, 38, 83, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
476,1426,"[264, 56, 84, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
477,1427,"[116, 361, 85, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
478,1428,"[83, 307, 84, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
479,1429,"[340, 320, 85, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
480,143,"[346, 212, 64, 21]","[11, 32, 19, 0, 3, 3, 2, 5]"
481,1430,"[332, 216, 85, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
482,1431,"[320, 312, 85, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
483,1432,"[194, 338, 84, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
484,1433,"[54, 153, 84, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
485,1434,"[245, 59, 85, 54]","[11, 31, 17, 0, 1, 10, 4, 7]"
486,1435,"[96, 67, 84, 52]","[11, 31, 17, 0, 1, 10, 4, 7]"
487,1436,"[22, 195, 84, 52]","[11, 31, 17, 0, 1, 10, 4, 7]"
488,1437,"[229, 331, 85, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
489,1438,"[238, 250, 84, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
490,1439,"[154, 40, 85, 53]","[11, 31, 17, 0, 1, 10, 4, 7]"
491,144,"[127, 310, 63, 21]","[11, 32, 19, 0, 3, 3, 2, 5]"
492,1440,"[114, 54, 144, 47]","[12, 11, 26, 0, 9, 6, 7, 8]"
493,1441,"[110, 194, 146, 48]","[12, 11, 26, 0, 9, 6, 7, 8]"
494,1442,"[53, 170, 147, 48]","[12, 11, 26, 0, 9, 6, 7, 8]"
495,1443,"[239, 91, 146, 49]","[12, 11, 26, 0, 9, 6, 7, 8]"
496,1444,"[240, 23, 146, 49]","[12, 11, 26, 0, 9, 6, 7, 8]"
497,1445,"[97, 238, 145, 47]","[12, 11, 26, 0, 9, 6, 7, 8]"
498,1446,"[66, 149, 149, 48]","[12, 11, 26, 0, 9, 6, 7, 8]"
499,1447,"[271, 24, 148, 48]","[12, 11, 26, 0, 9, 6, 7, 8]"
500,1448,"[73, 294, 148, 51]","[12, 11, 26, 0, 9, 6, 7, 8]"
501,1449,"[29, 360, 149, 49]","[12, 11, 26, 0, 9, 6, 7, 8]"
502,145,"[337, 108, 63, 21]","[11, 32, 19, 0, 3, 3, 2, 5]"
503,1450,"[205, 76, 150, 50]","[12, 11, 26, 0, 9, 6, 7, 8]"
504,1451,"[175, 182, 151, 51]","[12, 11, 26, 0, 9, 6, 7, 8]"
505,1452,"[268, 78, 152, 51]","[12, 11, 26, 0, 9, 6, 7, 8]"
506,1453,"[72, 195, 151, 52]","[12, 11, 26, 0, 9, 6, 7, 8]"
507,1454,"[127, 74, 153, 51]","[12, 11, 26, 0, 9, 6, 7, 8]"
508,1455,"[227, 44, 153, 52]","[12, 11, 26, 0, 9, 6, 7, 8]"
509,1456,"[112, 101, 154, 51]","[12, 11, 26, 0, 9, 6, 7, 8]"
510,1457,"[71, 147, 154, 53]","[12, 11, 26, 0, 9, 6, 7, 8]"
511,1458,"[36, 206, 157, 53]","[12, 11, 26, 0, 9, 6, 7, 8]"
512,1459,"[24, 312, 156, 53]","[12, 11, 26, 0, 9, 6, 7, 8]"
513,146,"[184, 168, 64, 22]","[11, 32, 19, 0, 3, 3, 2, 5]"
514,1460,"[73, 119, 159, 53]","[12, 11, 26, 0, 9, 6, 7, 8]"
515,1461,"[52, 185, 158, 54]","[12, 11, 26, 0, 9, 6, 7, 8]"
516,1462,"[203, 71, 159, 54]","[12, 11, 26, 0, 9, 6, 7, 8]"
517,1463,"[31, 145, 160, 55]","[12, 11, 26, 0, 9, 6, 7, 8]"
518,1464,"[237, 101, 160, 55]","[12, 11, 26, 0, 9, 6, 7, 8]"
519,1465,"[159, 238, 160, 55]","[12, 11, 26, 0, 9, 6, 7, 8]"
520,1466,"[201, 237, 160, 56]","[12, 11, 26, 0, 9, 6, 7, 8]"
521,1467,"[124, 47, 162, 56]","[12, 11, 26, 0, 9, 6, 7, 8]"
522,1468,"[147, 248, 162, 55]","[12, 11, 26, 0, 9, 6, 7, 8]"
523,1469,"[29, 295, 164, 57]","[12, 11, 26, 0, 9, 6, 7, 8]"
524,147,"[115, 379, 64, 22]","[11, 32, 19, 0, 3, 3, 2, 5]"
525,1470,"[46, 187, 184, 58]","[11, 32, 11, 0, 2, 5, 7, 7]"
526,1471,"[117, 31, 186, 59]","[11, 32, 11, 0, 2, 5, 7, 7]"
527,1472,"[232, 118, 187, 56]","[11, 32, 11, 0, 2, 5, 7, 7]"
528,1473,"[133, 98, 185, 55]","[11, 32, 11, 0, 2, 5, 7, 7]"
529,1474,"[107, 307, 185, 56]","[11, 32, 11, 0, 2, 5, 7, 7]"
530,1475,"[152, 252, 184, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
531,1476,"[30, 177, 183, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
532,1477,"[130, 334, 185, 62]","[11, 32, 11, 0, 2, 5, 7, 7]"
533,1478,"[61, 109, 183, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
534,1479,"[26, 144, 183, 56]","[11, 32, 11, 0, 2, 5, 7, 7]"
535,148,"[306, 239, 65, 22]","[11, 32, 19, 0, 3, 3, 2, 5]"
536,1480,"[103, 52, 183, 58]","[11, 32, 11, 0, 2, 5, 7, 7]"
537,1481,"[80, 245, 182, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
538,1482,"[190, 359, 183, 58]","[11, 32, 11, 0, 2, 5, 7, 7]"
539,1483,"[24, 47, 183, 55]","[11, 32, 11, 0, 2, 5, 7, 7]"
540,1484,"[109, 150, 181, 56]","[11, 32, 11, 0, 2, 5, 7, 7]"
541,1485,"[200, 180, 182, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
542,1486,"[139, 366, 181, 58]","[11, 32, 11, 0, 2, 5, 7, 7]"
543,1487,"[227, 275, 182, 55]","[11, 32, 11, 0, 2, 5, 7, 7]"
544,1488,"[31, 154, 182, 55]","[11, 32, 11, 0, 2, 5, 7, 7]"
545,1489,"[178, 327, 181, 54]","[11, 32, 11, 0, 2, 5, 7, 7]"
546,149,"[54, 83, 65, 22]","[11, 32, 19, 0, 3, 3, 2, 5]"
547,1490,"[201, 252, 180, 55]","[11, 32, 11, 0, 2, 5, 7, 7]"
548,1491,"[151, 187, 179, 57]","[11, 32, 11, 0, 2, 5, 7, 7]"
549,1492,"[192, 58, 179, 59]","[11, 32, 11, 0, 2, 5, 7, 7]"
550,1493,"[231, 353, 179, 60]","[11, 32, 11, 0, 2, 5, 7, 7]"
551,1494,"[131, 100, 177, 60]","[11, 32, 11, 0, 2, 5, 7, 7]"
552,1495,"[182, 260, 178, 59]","[11, 32, 11, 0, 2, 5, 7, 7]"
553,1496,"[24, 30, 177, 60]","[11, 32, 11, 0, 2, 5, 7, 7]"
554,1497,"[104, 280, 178, 59]","[11, 32, 11, 0, 2, 5, 7, 7]"
555,1498,"[41, 303, 177, 61]","[11, 32, 11, 0, 2, 5, 7, 7]"
556,1499,"[151, 103, 178, 61]","[11, 32, 11, 0, 2, 5, 7, 7]"
557,15,"[77, 33, 60, 22]","[23, 22, 29, 0, 6, 6, 2, 2]"
558,150,"[151, 151, 85, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
559,1500,"[130, 90, 206, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
560,1501,"[136, 129, 208, 84]","[11, 33, 15, 0, 5, 7, 4, 4]"
561,1502,"[176, 296, 206, 83]","[11, 33, 15, 0, 5, 7, 4, 4]"
562,1503,"[193, 153, 206, 83]","[11, 33, 15, 0, 5, 7, 4, 4]"
563,1504,"[94, 77, 205, 82]","[11, 33, 15, 0, 5, 7, 4, 4]"
564,1505,"[148, 124, 204, 81]","[11, 33, 15, 0, 5, 7, 4, 4]"
565,1506,"[65, 107, 204, 82]","[11, 33, 15, 0, 5, 7, 4, 4]"
566,1507,"[26, 215, 205, 83]","[11, 33, 15, 0, 5, 7, 4, 4]"
567,1508,"[86, 32, 202, 81]","[11, 33, 15, 0, 5, 7, 4, 4]"
568,1509,"[156, 304, 201, 81]","[11, 33, 15, 0, 5, 7, 4, 4]"
569,151,"[246, 117, 84, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
570,1510,"[181, 238, 200, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
571,1511,"[160, 147, 195, 75]","[11, 33, 15, 0, 5, 7, 4, 4]"
572,1512,"[82, 87, 197, 79]","[11, 33, 15, 0, 5, 7, 4, 4]"
573,1513,"[26, 35, 195, 78]","[11, 33, 15, 0, 5, 7, 4, 4]"
574,1514,"[114, 297, 195, 76]","[11, 33, 15, 0, 5, 7, 4, 4]"
575,1515,"[85, 95, 197, 79]","[11, 33, 15, 0, 5, 7, 4, 4]"
576,1516,"[119, 282, 197, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
577,1517,"[192, 165, 195, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
578,1518,"[168, 204, 194, 78]","[11, 33, 15, 0, 5, 7, 4, 4]"
579,1519,"[199, 185, 193, 78]","[11, 33, 15, 0, 5, 7, 4, 4]"
580,152,"[115, 377, 84, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
581,1520,"[68, 201, 194, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
582,1521,"[38, 211, 192, 79]","[11, 33, 15, 0, 5, 7, 4, 4]"
583,1522,"[183, 223, 192, 78]","[11, 33, 15, 0, 5, 7, 4, 4]"
584,1523,"[208, 249, 192, 80]","[11, 33, 15, 0, 5, 7, 4, 4]"
585,1524,"[42, 163, 189, 76]","[11, 33, 15, 0, 5, 7, 4, 4]"
586,1525,"[29, 213, 189, 77]","[11, 33, 15, 0, 5, 7, 4, 4]"
587,1526,"[155, 315, 189, 77]","[11, 33, 15, 0, 5, 7, 4, 4]"
588,1527,"[166, 299, 189, 76]","[11, 33, 15, 0, 5, 7, 4, 4]"
589,1528,"[163, 222, 190, 77]","[11, 33, 15, 0, 5, 7, 4, 4]"
590,1529,"[173, 54, 190, 77]","[11, 33, 15, 0, 5, 7, 4, 4]"
591,153,"[215, 268, 84, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
592,1530,"[283, 293, 133, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
593,1531,"[241, 72, 135, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
594,1532,"[93, 312, 133, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
595,1533,"[129, 270, 135, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
596,1534,"[238, 318, 133, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
597,1535,"[80, 260, 135, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
598,1536,"[191, 116, 134, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
599,1537,"[157, 273, 134, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
600,1538,"[104, 327, 135, 51]","[11, 33, 36, 0, 10, 9, 1, 8]"
601,1539,"[136, 149, 133, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
602,154,"[171, 193, 83, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
603,1540,"[262, 164, 134, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
604,1541,"[186, 106, 133, 52]","[11, 33, 36, 0, 10, 9, 1, 8]"
605,1542,"[267, 283, 134, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
606,1543,"[126, 20, 136, 48]","[11, 33, 36, 0, 10, 9, 1, 8]"
607,1544,"[116, 117, 134, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
608,1545,"[99, 150, 142, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
609,1546,"[198, 125, 133, 48]","[11, 33, 36, 0, 10, 9, 1, 8]"
610,1547,"[254, 153, 126, 48]","[11, 33, 36, 0, 10, 9, 1, 8]"
611,1548,"[197, 218, 131, 48]","[11, 33, 36, 0, 10, 9, 1, 8]"
612,1549,"[211, 289, 134, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
613,155,"[208, 385, 83, 33]","[11, 33, 34, 0, 10, 4, 1, 8]"
614,1550,"[286, 229, 134, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
615,1551,"[42, 259, 134, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
616,1552,"[42, 361, 132, 49]","[11, 33, 36, 0, 10, 9, 1, 8]"
617,1553,"[54, 313, 134, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
618,1554,"[261, 277, 135, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
619,1555,"[257, 189, 133, 48]","[11, 33, 36, 0, 10, 9, 1, 8]"
620,1556,"[111, 170, 132, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
621,1557,"[169, 53, 131, 50]","[11, 33, 36, 0, 10, 9, 1, 8]"
